DATE;EUR;USD;GBP;CHF;CNY
Apr 17, 2014;0.1097;0.1518;0.0903;0.1337;0.9368
Apr 16, 2014;0.1100;0.1521;0.0907;0.1339;0.9388
Apr 15, 2014;0.1102;0.1522;0.0910;0.1340;0.9399
Apr 14, 2014;0.1103;0.1526;0.0912;0.1340;0.9421
Apr 13, 2014;0.1103;0.1527;0.0913;0.1338;0.9420
Apr 12, 2014;0.1103;0.1531;0.0915;0.1341;0.9442
Apr 11, 2014;0.1102;0.1531;0.0914;0.1341;0.9444
Apr 10, 2014;0.1108;0.1536;0.0915;0.1349;0.9471
Apr 9, 2014;0.1114;0.1538;0.0918;0.1358;0.9476
Apr 8, 2014;0.1116;0.1536;0.0921;0.1361;0.9470
Apr 7, 2014;0.1114;0.1529;0.0921;0.1361;0.9437
Apr 6, 2014;0.1113;0.1526;0.0920;0.1361;0.9421
Apr 5, 2014;0.1113;0.1526;0.0920;0.1362;0.9422
Apr 4, 2014;0.1115;0.1528;0.0921;0.1364;0.9437
Apr 3, 2014;0.1118;0.1538;0.0925;0.1366;0.9486
Apr 2, 2014;0.1123;0.1548;0.0930;0.1369;0.9544
Apr 1, 2014;0.1123;0.1548;0.0930;0.1369;0.9554
Mar 31, 2014;0.1119;0.1541;0.0925;0.1364;0.9507
Mar 30, 2014;0.1119;0.1538;0.0924;0.1364;0.9480
Mar 29, 2014;0.1119;0.1538;0.0924;0.1364;0.9479
Mar 28, 2014;0.1122;0.1542;0.0927;0.1368;0.9504
Mar 27, 2014;0.1123;0.1546;0.0931;0.1369;0.9524
Mar 26, 2014;0.1126;0.1555;0.0940;0.1376;0.9565
Mar 25, 2014;0.1130;0.1561;0.0946;0.1377;0.9596
Mar 24, 2014;0.1129;0.1558;0.0944;0.1376;0.9577
Mar 23, 2014;0.1129;0.1558;0.0945;0.1375;0.9586
Mar 22, 2014;0.1129;0.1557;0.0944;0.1374;0.9581
Mar 21, 2014;0.1131;0.1558;0.0944;0.1377;0.9596
Mar 20, 2014;0.1129;0.1558;0.0943;0.1376;0.9604
Mar 19, 2014;0.1132;0.1575;0.0948;0.1378;0.9685
Mar 18, 2014;0.1131;0.1575;0.0948;0.1376;0.9676
Mar 17, 2014;0.1128;0.1569;0.0943;0.1369;0.9634
Mar 16, 2014;0.1126;0.1566;0.0941;0.1366;0.9626
Mar 15, 2014;0.1126;0.1566;0.0941;0.1367;0.9625
Mar 14, 2014;0.1128;0.1566;0.0942;0.1369;0.9619
Mar 13, 2014;0.1130;0.1573;0.0945;0.1374;0.9649
Mar 12, 2014;0.1131;0.1569;0.0944;0.1375;0.9631
Mar 11, 2014;0.1132;0.1569;0.0943;0.1378;0.9633
Mar 10, 2014;0.1129;0.1567;0.0939;0.1375;0.9613
Mar 9, 2014;0.1129;0.1567;0.0937;0.1375;0.9597
Mar 8, 2014;0.1129;0.1567;0.0937;0.1375;0.9598
Mar 7, 2014;0.1129;0.1566;0.0935;0.1376;0.9587
Mar 6, 2014;0.1131;0.1558;0.0932;0.1380;0.9545
Mar 5, 2014;0.1130;0.1553;0.0930;0.1378;0.9515
Mar 4, 2014;0.1127;0.1548;0.0929;0.1369;0.9490
Mar 3, 2014;0.1128;0.1553;0.0929;0.1368;0.9516
Mar 2, 2014;0.1131;0.1560;0.0931;0.1373;0.9561
Mar 1, 2014;0.1131;0.1561;0.0932;0.1374;0.9567
Feb 28, 2014;0.1125;0.1548;0.0926;0.1369;0.9485
Feb 27, 2014;0.1121;0.1533;0.0920;0.1364;0.9397
Feb 26, 2014;0.1120;0.1537;0.0922;0.1366;0.9418
Feb 25, 2014;0.1120;0.1538;0.0923;0.1366;0.9427
Feb 24, 2014;0.1117;0.1535;0.0922;0.1363;0.9395
Feb 23, 2014;0.1115;0.1532;0.0922;0.1359;0.9378
Feb 22, 2014;0.1115;0.1532;0.0922;0.1360;0.9380
Feb 21, 2014;0.1114;0.1529;0.0918;0.1359;0.9357
Feb 20, 2014;0.1117;0.1532;0.0919;0.1362;0.9365
Feb 19, 2014;0.1120;0.1540;0.0923;0.1368;0.9400
Feb 18, 2014;0.1126;0.1545;0.0925;0.1376;0.9425
Feb 17, 2014;0.1132;0.1552;0.0926;0.1384;0.9464
Feb 16, 2014;0.1134;0.1553;0.0928;0.1387;0.9477
Feb 15, 2014;0.1134;0.1553;0.0927;0.1386;0.9474
Feb 14, 2014;0.1132;0.1550;0.0929;0.1384;0.9456
Feb 13, 2014;0.1137;0.1551;0.0932;0.1390;0.9462
Feb 12, 2014;0.1140;0.1552;0.0940;0.1396;0.9467
Feb 11, 2014;0.1134;0.1548;0.0942;0.1388;0.9448
Feb 10, 2014;0.1131;0.1542;0.0940;0.1384;0.9408
Feb 9, 2014;0.1131;0.1538;0.0938;0.1382;0.9390
Feb 8, 2014;0.1131;0.1542;0.0940;0.1385;0.9411
Feb 7, 2014;0.1131;0.1538;0.0940;0.1385;0.9385
Feb 6, 2014;0.1133;0.1535;0.0941;0.1386;0.9366
Feb 5, 2014;0.1134;0.1533;0.0939;0.1385;0.9352
Feb 4, 2014;0.1132;0.1530;0.0938;0.1382;0.9340
Feb 3, 2014;0.1132;0.1528;0.0933;0.1383;0.9332
Feb 2, 2014;0.1132;0.1527;0.0929;0.1384;0.9327
Feb 1, 2014;0.1132;0.1528;0.0929;0.1384;0.9328
Jan 31, 2014;0.1132;0.1531;0.0930;0.1384;0.9351
Jan 30, 2014;0.1132;0.1540;0.0932;0.1385;0.9403
Jan 29, 2014;0.1137;0.1553;0.0937;0.1394;0.9476
Jan 28, 2014;0.1138;0.1556;0.0938;0.1397;0.9490
Jan 27, 2014;0.1136;0.1553;0.0940;0.1392;0.9485
Jan 26, 2014;0.1135;0.1553;0.0942;0.1389;0.9476
Jan 25, 2014;0.1136;0.1553;0.0942;0.1389;0.9478
Jan 24, 2014;0.1136;0.1555;0.0937;0.1394;0.9487
Jan 23, 2014;0.1139;0.1551;0.0935;0.1405;0.9461
Jan 22, 2014;0.1138;0.1543;0.0934;0.1405;0.9410
Jan 21, 2014;0.1137;0.1541;0.0937;0.1405;0.9391
Jan 20, 2014;0.1140;0.1543;0.0940;0.1406;0.9408
Jan 19, 2014;0.1142;0.1546;0.0941;0.1407;0.9421
Jan 18, 2014;0.1142;0.1546;0.0941;0.1407;0.9421
Jan 17, 2014;0.1138;0.1547;0.0944;0.1403;0.9423
Jan 16, 2014;0.1136;0.1547;0.0946;0.1404;0.9425
Jan 15, 2014;0.1137;0.1548;0.0944;0.1404;0.9435
Jan 14, 2014;0.1130;0.1546;0.0941;0.1392;0.9407
Jan 13, 2014;0.1127;0.1540;0.0936;0.1389;0.9378
Jan 12, 2014;0.1128;0.1543;0.0936;0.1392;0.9400
Jan 11, 2014;0.1128;0.1543;0.0936;0.1392;0.9399
Jan 10, 2014;0.1125;0.1533;0.0931;0.1388;0.9346
Jan 9, 2014;0.1121;0.1523;0.0925;0.1386;0.9297
Jan 8, 2014;0.1124;0.1529;0.0931;0.1391;0.9330
Jan 7, 2014;0.1128;0.1536;0.0936;0.1393;0.9375
Jan 6, 2014;0.1128;0.1533;0.0936;0.1388;0.9365
Jan 5, 2014;0.1128;0.1533;0.0934;0.1388;0.9359
Jan 4, 2014;0.1128;0.1533;0.0934;0.1388;0.9358
Jan 3, 2014;0.1126;0.1535;0.0934;0.1384;0.9371
Jan 2, 2014;0.1127;0.1545;0.0935;0.1385;0.9430
Jan 1, 2014;0.1129;0.1553;0.0938;0.1381;0.9486
Dec 31, 2013;0.1130;0.1557;0.0942;0.1384;0.9509
Dec 30, 2013;0.1121;0.1543;0.0936;0.1374;0.9433
Dec 29, 2013;0.1117;0.1536;0.0932;0.1369;0.9391
Dec 28, 2013;0.1117;0.1537;0.0932;0.1369;0.9392
Dec 27, 2013;0.1115;0.1534;0.0932;0.1367;0.9383
Dec 26, 2013;0.1114;0.1524;0.0930;0.1366;0.9330
Dec 25, 2013;0.1114;0.1524;0.0931;0.1365;0.9323
Dec 24, 2013;0.1112;0.1521;0.0930;0.1362;0.9306
Dec 23, 2013;0.1112;0.1522;0.0930;0.1362;0.9305
Dec 22, 2013;0.1111;0.1519;0.0930;0.1362;0.9292
Dec 21, 2013;0.1111;0.1518;0.0929;0.1361;0.9285
Dec 20, 2013;0.1112;0.1519;0.0929;0.1364;0.9293
Dec 19, 2013;0.1115;0.1524;0.0930;0.1364;0.9320
Dec 18, 2013;0.1111;0.1528;0.0936;0.1354;0.9341
Dec 17, 2013;0.1106;0.1522;0.0934;0.1349;0.9300
Dec 16, 2013;0.1107;0.1522;0.0933;0.1352;0.9305
Dec 15, 2013;0.1107;0.1522;0.0933;0.1353;0.9299
Dec 14, 2013;0.1107;0.1522;0.0933;0.1353;0.9300
Dec 13, 2013;0.1104;0.1517;0.0929;0.1349;0.9272
Dec 12, 2013;0.1106;0.1523;0.0930;0.1352;0.9303
Dec 11, 2013;0.1111;0.1529;0.0931;0.1357;0.9340
Dec 10, 2013;0.1113;0.1531;0.0931;0.1361;0.9350
Dec 9, 2013;0.1119;0.1535;0.0937;0.1369;0.9375
Dec 8, 2013;0.1122;0.1537;0.0940;0.1371;0.9401
Dec 7, 2013;0.1122;0.1538;0.0940;0.1371;0.9403
Dec 6, 2013;0.1125;0.1538;0.0941;0.1377;0.9407
Dec 5, 2013;0.1130;0.1538;0.0940;0.1386;0.9423
Dec 4, 2013;0.1131;0.1536;0.0938;0.1389;0.9407
Dec 3, 2013;0.1127;0.1529;0.0933;0.1387;0.9370
Dec 2, 2013;0.1125;0.1527;0.0932;0.1385;0.9358
Dec 1, 2013;0.1125;0.1524;0.0931;0.1380;0.9337
Nov 30, 2013;0.1125;0.1524;0.0931;0.1381;0.9338
Nov 29, 2013;0.1123;0.1527;0.0934;0.1382;0.9358
Nov 28, 2013;0.1120;0.1523;0.0933;0.1381;0.9331
Nov 27, 2013;0.1121;0.1522;0.0937;0.1381;0.9329
Nov 26, 2013;0.1125;0.1523;0.0942;0.1386;0.9334
Nov 25, 2013;0.1124;0.1521;0.0939;0.1383;0.9318
Nov 24, 2013;0.1121;0.1521;0.0937;0.1379;0.9319
